0,1
../Datasets/images/image_63.jpg,"ना.५ ख 
६३६२"
../Datasets/images/image_236.jpg,"बागमती प्रदेश-0३ 
११३९"
../Datasets/images/image_495.jpg,"बागमती प्रदेश ०३ 
0२0प 
0७२७"
../Datasets/images/image_255.jpg,"ग. १८ प 
४५२७"
../Datasets/images/image_55.jpg,"ना ३१ प 
५४३१"
../Datasets/images/image_400.jpg,ना ७ ख ४७५५
../Datasets/images/image_43.jpg,बा १६ च ५६४८
../Datasets/images/image_205.jpg,ग.१ २प२ ४१४
../Datasets/images/image_590.jpg,"बा.१८च 
५७१६"
../Datasets/images/image_86.jpg,"ना.४३ प 
४२५८"
../Datasets/images/image_175.jpg,"बा ६९ प 
२२३७"
../Datasets/images/image_232.jpg,लु १ ज ३0२३
../Datasets/images/image_577.jpg,ना.४ च  ९३५८
../Datasets/images/image_91.jpg,"ना.५ ख 
८५६१"
../Datasets/images/image_212.jpg,ना. ३ख ५४११
../Datasets/images/image_46.jpg,बा २१ च २३०६
